New York,14.0
Cleveland,14.0
Phoenix,14.0
Chicago,12.5
Atlanta,10.5
Washington,9.0
New Orleans,6.0
Memphis,6.0
Dallas,6.0
Minnesota,3.0
Los Angeles Lakers,2.0
Charlotte,1.0
Miami,1.0
Sacramento,1.0
